"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 23:00","2024","06","13","23:00","","22.4","","19.6","","84","","","","29","","16","","24.1","","98.80","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 00:00","2024","06","14","00:00","","20.8","","16.6","","77","","","","30","","19","","24.1","","98.83","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 01:00","2024","06","14","01:00","","19.8","","15.2","","75","","","","30","","28","","24.1","","98.95","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 02:00","2024","06","14","02:00","","19.3","","13.1","","67","","","","31","","24","","24.1","","98.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 03:00","2024","06","14","03:00","","18.3","","12.2","","67","","","","28","","17","","24.1","","98.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 04:00","2024","06","14","04:00","","17.7","","12.0","","69","","","","30","","14","","24.1","","98.92","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 05:00","2024","06","14","05:00","","17.4","","12.6","","73","","","","28","","13","","24.1","","98.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 06:00","2024","06","14","06:00","","18.1","","12.5","","70","","","","27","","18","","24.1","","99.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 07:00","2024","06","14","07:00","","19.0","","13.2","","69","","","","28","","14","","24.1","","99.16","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 08:00","2024","06","14","08:00","","20.1","","10.8","","55","","","","31","","25","","24.1","","99.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 09:00","2024","06","14","09:00","","20.8","","12.3","","58","","","","32","","15","","24.1","","99.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 10:00","2024","06","14","10:00","","22.2","","11.5","","50","","","","33","","20","","24.1","","99.23","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 11:00","2024","06","14","11:00","","22.9","","11.0","","46","","","","34","","17","","24.1","","99.25","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 12:00","2024","06","14","12:00","","23.4","","11.1","","45","","","","1","","20","","24.1","","99.29","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 13:00","2024","06","14","13:00","","23.9","","13.1","","50","","","","35","","15","","24.1","","99.29","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 14:00","2024","06","14","14:00","","23.6","","12.3","","49","","","","1","","22","","24.1","","99.27","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 15:00","2024","06","14","15:00","","23.1","","12.3","","50","","","","35","","17","","24.1","","99.27","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 16:00","2024","06","14","16:00","","23.8","","11.0","","44","","","","33","","26","","24.1","","99.28","","26","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 17:00","2024","06","14","17:00","","22.9","","9.8","","43","","","","33","","27","","24.1","","99.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 18:00","2024","06","14","18:00","","22.2","","8.3","","41","","","","36","","28","","24.1","","99.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 19:00","2024","06","14","19:00","","20.4","","9.0","","47","","","","35","","26","","24.1","","99.43","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 20:00","2024","06","14","20:00","","19.2","","6.3","","43","","","","35","","25","","24.1","","99.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 21:00","2024","06","14","21:00","","18.2","","6.8","","47","","","","34","","22","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 22:00","2024","06","14","22:00","","17.2","","7.1","","51","","","","33","","18","","24.1","","99.61","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-14 23:00","2024","06","14","23:00","","16.4","","8.3","","58","","","","33","","17","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 00:00","2024","06","15","00:00","","15.7","","9.0","","64","","","","32","","17","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 01:00","2024","06","15","01:00","","14.7","","8.9","","68","","","","32","","15","","24.1","","99.64","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 02:00","2024","06","15","02:00","","14.6","","8.8","","68","","","","34","","17","","24.1","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 03:00","2024","06","15","03:00","","14.0","","8.8","","71","","","","34","","21","","24.1","","99.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 04:00","2024","06","15","04:00","","13.2","","9.8","","80","","","","35","","18","","24.1","","99.83","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 05:00","2024","06","15","05:00","","12.7","","10.0","","83","","","","35","","21","","24.1","","99.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 06:00","2024","06","15","06:00","","13.2","","9.5","","78","","","","36","","19","","24.1","","99.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 07:00","2024","06","15","07:00","","14.4","","8.9","","69","","","","1","","12","","24.1","","99.98","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 08:00","2024","06","15","08:00","","15.9","","8.9","","63","","","","1","","14","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 09:00","2024","06","15","09:00","","16.9","","8.8","","58","","","","33","","19","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 10:00","2024","06","15","10:00","","17.7","","8.8","","56","","","","34","","15","","24.1","","100.14","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 11:00","2024","06","15","11:00","","19.0","","8.0","","48","","","","34","","14","","24.1","","100.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 12:00","2024","06","15","12:00","","19.7","","8.9","","49","","","","35","","10","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 13:00","2024","06","15","13:00","","20.4","","7.2","","42","","","","34","","12","","24.1","","100.11","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 14:00","2024","06","15","14:00","","21.3","","7.9","","42","","","","1","","19","","24.1","","100.07","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 15:00","2024","06","15","15:00","","22.0","","6.5","","36","","","","34","","9","","24.1","","100.03","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 16:00","2024","06","15","16:00","","22.2","","3.8","","30","","","","2","","21","","24.1","","100.01","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 17:00","2024","06","15","17:00","","21.3","","4.8","","34","","","","33","","5","","24.1","","99.96","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 18:00","2024","06","15","18:00","","19.9","","7.8","","45","","","","16","","16","","24.1","","99.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 19:00","2024","06","15","19:00","","18.7","","8.2","","50","","","","15","","13","","24.1","","100.03","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 20:00","2024","06","15","20:00","","17.5","","7.5","","52","","","","13","","6","","24.1","","100.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 21:00","2024","06","15","21:00","","17.2","","7.4","","52","","","","17","","8","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 22:00","2024","06","15","22:00","","16.8","","7.6","","54","","","","36","","3","","24.1","","100.07","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-15 23:00","2024","06","15","23:00","","17.0","","6.5","","50","","","","28","","5","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 00:00","2024","06","16","00:00","","14.7","","8.3","","65","","","","2","","11","","24.1","","100.07","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 01:00","2024","06","16","01:00","","14.1","","8.5","","69","","","","1","","7","","24.1","","100.06","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 02:00","2024","06","16","02:00","","13.2","","8.3","","72","","","","1","","9","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 03:00","2024","06","16","03:00","","12.2","","8.5","","78","","","","31","","8","","24.1","","100.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 04:00","2024","06","16","04:00","","12.9","","8.4","","74","","","","36","","5","","24.1","","100.15","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 05:00","2024","06","16","05:00","","13.1","","8.6","","74","","","","1","","4","","24.1","","100.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 06:00","2024","06","16","06:00","","14.8","","10.3","","74","","","","11","","4","","24.1","","100.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 07:00","2024","06","16","07:00","","16.1","","10.0","","67","","","","12","","9","","24.1","","100.21","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 08:00","2024","06","16","08:00","","18.7","","9.9","","56","","","","12","","10","","24.1","","100.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 09:00","2024","06","16","09:00","","19.0","","7.1","","45","","","","12","","15","","24.1","","100.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 10:00","2024","06","16","10:00","","20.5","","7.8","","44","","","","13","","15","","24.1","","100.14","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 11:00","2024","06","16","11:00","","20.8","","8.1","","44","","","","13","","19","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 12:00","2024","06","16","12:00","","21.4","","8.9","","44","","","","12","","17","","24.1","","100.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 13:00","2024","06","16","13:00","","22.5","","9.1","","42","","","","12","","16","","24.1","","100.00","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 14:00","2024","06","16","14:00","","22.3","","7.2","","37","","","","15","","16","","24.1","","99.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 15:00","2024","06","16","15:00","","22.7","","9.5","","43","","","","9","","16","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 16:00","2024","06","16","16:00","","22.5","","8.9","","41","","","","10","","16","","24.1","","99.84","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 17:00","2024","06","16","17:00","","21.6","","8.1","","41","","","","8","","17","","24.1","","99.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 18:00","2024","06","16","18:00","","21.1","","8.2","","43","","","","11","","17","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 19:00","2024","06","16","19:00","","20.2","","7.1","","42","","","","12","","16","","24.1","","99.60","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 20:00","2024","06","16","20:00","","18.6","","7.2","","47","","","","10","","9","","24.1","","99.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 21:00","2024","06","16","21:00","","17.8","","8.2","","53","","","","14","","9","","24.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 22:00","2024","06","16","22:00","","18.2","","9.9","","58","","","","12","","16","","24.1","","99.56","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-16 23:00","2024","06","16","23:00","","17.6","","9.7","","59","","","","3","","7","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 00:00","2024","06","17","00:00","","17.9","","10.9","","63","","","","","","0","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 01:00","2024","06","17","01:00","","17.2","","10.3","","64","","","","36","","22","","24.1","","99.57","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 02:00","2024","06","17","02:00","","16.4","","8.9","","61","","","","35","","3","","24.1","","99.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 03:00","2024","06","17","03:00","","16.1","","9.2","","63","","","","","","0","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 04:00","2024","06","17","04:00","","16.3","","9.5","","64","","","","22","","7","","24.1","","99.44","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 05:00","2024","06","17","05:00","","17.1","","10.0","","63","","","","13","","9","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 06:00","2024","06","17","06:00","","17.0","","11.1","","68","","","","11","","8","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 07:00","2024","06","17","07:00","","18.2","","12.4","","69","","","","12","","9","","24.1","","99.61","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 08:00","2024","06","17","08:00","","19.3","","13.6","","69","","","","13","","13","","24.1","","99.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 09:00","2024","06","17","09:00","","21.3","","14.9","","67","","","","16","","13","","24.1","","99.58","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 10:00","2024","06","17","10:00","","23.2","","16.8","","67","","","","17","","9","","24.1","","99.61","","28","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 11:00","2024","06","17","11:00","","24.4","","17.1","","63","","","","15","","16","","24.1","","99.54","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 12:00","2024","06","17","12:00","","28.8","","18.6","","54","","","","17","","14","","24.1","","99.55","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 13:00","2024","06","17","13:00","","29.8","","18.9","","51","","","","22","","33","","24.1","","99.52","","36","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 14:00","2024","06","17","14:00","","30.1","","19.7","","53","","","","24","","40","","24.1","","99.53","","37","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 15:00","2024","06","17","15:00","","28.5","","19.4","","57","","","","23","","30","","24.1","","99.52","","36","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 16:00","2024","06","17","16:00","","29.2","","20.8","","60","","","","24","","19","","24.1","","99.49","","37","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 17:00","2024","06","17","17:00","","29.5","","21.2","","60","","","","25","","18","","24.1","","99.43","","38","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 18:00","2024","06","17","18:00","","29.5","","20.9","","59","","","","22","","12","","19.3","","99.44","","38","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 19:00","2024","06","17","19:00","","29.4","","21.2","","61","","","","22","","16","","24.1","","99.51","","38","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 20:00","2024","06","17","20:00","","27.7","","21.5","","68","","","","13","","9","","24.1","","99.48","","37","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 21:00","2024","06","17","21:00","","25.6","","21.1","","76","","","","15","","11","","24.1","","99.58","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 22:00","2024","06","17","22:00","","24.2","","21.0","","82","","","","16","","9","","24.1","","99.64","","33","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-17 23:00","2024","06","17","23:00","","24.2","","21.2","","83","","","","19","","5","","24.1","","99.66","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 00:00","2024","06","18","00:00","","25.7","","21.1","","75","","","","19","","7","","24.1","","99.68","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 01:00","2024","06","18","01:00","","24.8","","21.1","","79","","","","23","","6","","24.1","","99.71","","33","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 02:00","2024","06","18","02:00","","24.3","","20.8","","81","","","","21","","7","","24.1","","99.69","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 03:00","2024","06","18","03:00","","23.6","","21.0","","85","","","","22","","9","","24.1","","99.69","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 04:00","2024","06","18","04:00","","23.8","","20.9","","84","","","","22","","10","","24.1","","99.71","","32","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 05:00","2024","06","18","05:00","","24.7","","18.2","","66","","","","4","","23","","6.4","","99.78","","31","","","","Thunderstorms,Moderate Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 06:00","2024","06","18","06:00","","22.2","","21.0","","93","","","","16","","10","","24.1","","99.87","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 07:00","2024","06","18","07:00","","21.8","","21.8","","100","","","","19","","11","","24.1","","99.96","","31","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 08:00","2024","06","18","08:00","","23.1","","22.0","","94","","","","17","","17","","24.1","","100.05","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 09:00","2024","06","18","09:00","","24.6","","21.9","","84","","","","17","","17","","24.1","","100.10","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 10:00","2024","06","18","10:00","","26.5","","20.2","","68","","","","15","","15","","24.1","","100.06","","34","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 11:00","2024","06","18","11:00","","29.2","","21.4","","62","","","","18","","13","","24.1","","100.03","","38","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 12:00","2024","06","18","12:00","","30.3","","23.2","","65","","","","18","","15","","19.3","","100.01","","41","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 13:00","2024","06","18","13:00","","31.4","","22.6","","59","","","","15","","15","","24.1","","99.96","","41","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 14:00","2024","06","18","14:00","","30.9","","22.7","","61","","","","14","","19","","24.1","","99.94","","41","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 15:00","2024","06","18","15:00","","32.1","","22.6","","56","","","","15","","15","","19.3","","99.92","","42","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 16:00","2024","06","18","16:00","","30.0","","22.1","","62","","","","15","","21","","24.1","","99.89","","39","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 17:00","2024","06","18","17:00","","28.6","","21.9","","67","","","","15","","15","","24.1","","99.95","","38","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 18:00","2024","06","18","18:00","","26.1","","21.2","","74","","","","16","","16","","24.1","","99.92","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 19:00","2024","06","18","19:00","","25.5","","20.8","","75","","","","15","","16","","24.1","","99.96","","34","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 20:00","2024","06","18","20:00","","24.6","","21.0","","80","","","","14","","7","","24.1","","99.92","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 21:00","2024","06","18","21:00","","22.9","","20.6","","87","","","","16","","10","","24.1","","100.00","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 22:00","2024","06","18","22:00","","23.7","","19.8","","78","","","","16","","12","","24.1","","100.03","","31","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-18 23:00","2024","06","18","23:00","","23.6","","19.1","","75","","","","16","","17","","24.1","","100.08","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 00:00","2024","06","19","00:00","","23.2","","19.1","","77","","","","18","","5","","24.1","","100.05","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 01:00","2024","06","19","01:00","","24.2","","19.2","","73","","","","19","","8","","24.1","","100.06","","31","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 02:00","2024","06","19","02:00","","24.3","","19.2","","73","","","","18","","7","","24.1","","100.15","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 03:00","2024","06","19","03:00","","23.6","","19.6","","78","","","","22","","3","","24.1","","100.13","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 04:00","2024","06","19","04:00","","23.3","","19.8","","81","","","","18","","8","","24.1","","100.18","","31","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 05:00","2024","06","19","05:00","","23.1","","20.1","","83","","","","15","","8","","24.1","","100.18","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 06:00","2024","06","19","06:00","","24.4","","20.3","","78","","","","18","","10","","24.1","","100.23","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 07:00","2024","06","19","07:00","","23.3","","21.1","","87","","","","13","","8","","24.1","","100.27","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 08:00","2024","06","19","08:00","","25.1","","21.0","","78","","","","13","","7","","24.1","","100.30","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 09:00","2024","06","19","09:00","","26.0","","21.6","","76","","","","13","","8","","24.1","","100.35","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 10:00","2024","06","19","10:00","","27.4","","21.7","","71","","","","15","","9","","24.1","","100.33","","36","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 11:00","2024","06","19","11:00","","28.3","","22.3","","70","","","","14","","13","","24.1","","100.33","","38","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 12:00","2024","06","19","12:00","","30.5","","22.4","","61","","","","16","","13","","19.3","","100.32","","40","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 13:00","2024","06","19","13:00","","33.6","","22.4","","51","","","","23","","16","","19.3","","100.27","","43","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 14:00","2024","06","19","14:00","","34.4","","21.9","","48","","","","25","","19","","24.1","","100.24","","44","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 15:00","2024","06","19","15:00","","34.3","","21.1","","45","","","","24","","24","","24.1","","100.22","","43","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 16:00","2024","06","19","16:00","","34.0","","21.1","","46","","","","21","","17","","24.1","","100.20","","43","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 17:00","2024","06","19","17:00","","32.2","","22.7","","56","","","","14","","13","","24.1","","100.17","","42","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 18:00","2024","06","19","18:00","","31.6","","22.5","","58","","","","15","","11","","24.1","","100.18","","41","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 19:00","2024","06","19","19:00","","30.9","","22.2","","59","","","","19","","13","","24.1","","100.21","","40","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 20:00","2024","06","19","20:00","","24.8","","19.8","","73","","","","26","","46","","19.3","","100.35","","32","","","","Thunderstorms,Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 21:00","2024","06","19","21:00","","26.8","","17.7","","57","","","","14","","3","","24.1","","100.27","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 22:00","2024","06","19","22:00","","25.1","","19.2","","70","","","","29","","10","","24.1","","100.35","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-19 23:00","2024","06","19","23:00","","25.4","","19.3","","68","","","","19","","3","","24.1","","100.33","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 00:00","2024","06","20","00:00","","25.1","","19.7","","72","","","","21","","6","","24.1","","100.36","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 01:00","2024","06","20","01:00","","24.9","","20.3","","75","","","","16","","6","","24.1","","100.36","","33","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 02:00","2024","06","20","02:00","","24.2","","21.0","","82","","","","26","","22","","24.1","","100.40","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 03:00","2024","06","20","03:00","","22.5","","22.5","","100","","","","19","","11","","19.3","","100.62","","32","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 04:00","2024","06","20","04:00","","21.7","","21.7","","100","","","","9","","16","","9.7","","100.45","","31","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 05:00","2024","06","20","05:00","","22.2","","21.6","","96","","","","8","","5","","24.1","","100.40","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 06:00","2024","06","20","06:00","","22.8","","22.8","","100","","","","32","","8","","19.3","","100.42","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 07:00","2024","06","20","07:00","","24.2","","23.5","","96","","","","32","","9","","19.3","","100.42","","35","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 08:00","2024","06","20","08:00","","25.9","","21.2","","75","","","","33","","4","","24.1","","100.47","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-20 09:00","2024","06","20","09:00","","27.9","","20.2","","62","","","","22","","8","","24.1","","100.48","","36","","","","NA"
